Discounted_price_in_Flipkart,Product_name_in_Flipkart,Retail_price_in_Flipkart,uniq_id,Discounted_price_in_Amazon,Product_name_in_Amazon,Retail_price_in_Amazon,Retail_price_diff,discounted_price_diff
100.0,Sicons Conditioning Conditoner Dog Shampoo,110.0,f35f27525ab8f5988d3817ee9bb02ce1,119,SICONS CONDITIONING CONDITONER DOG SHAMPOO,97,-13.0,19.0
,Alisha Solid Women's Cycling Shorts,,ea98a65ad1e1b8688eddf89fbc7b3e27,0,ALISHA SOLID WOMEN'S CYCLING ShorTS,-2,,
1039.0,dongli Printed Boy's Round Neck T-Shirt,2400.0,7a7ba93ab20a2b50fd5a7dc74bcba063,1254,DONGLI PRINTED BOY'S ROUND NECK T-SHIRT,2382,-18.0,215.0
1500.0,SWAGGA Women Clogs,1500.0,9c26a5d85a59d6a34a199ae1df836ec3,1821,SWAGGA WOMEN CLOGS,1490,-10.0,321.0
190.0,Kennel Rubber Dumbell With Bell - Small Rubber Rubber Toy For Dog,190.0,20cf08ae845d5fd8f2b8cf52b3b9d840,209,KENNEL RUBBER DUMBELL WITH BELL - SMALL RUBBER RUBBER TOY FOR DOG,185,-5.0,19.0
699.0,Glus Wedding Lingerie Set,1299.0,bb41283056536d7af11e994ba4f9db81,869,GLUS WEDDING LINGERIE SET,1295,-4.0,170.0
2499.0,Veelys Shiny White Quad Roller Skates - Size 4.5 UK,3199.0,ea91e47cac68b132887d7fc1175e91c2,2835,VEELYS SHINY WHITE QUAD ROLLER SKATES - SIZE 4.5 UK,3193,-6.0,336.0
390.0,Bulaky vanity case Jewellery Vanity Case,499.0,bec784ef794cf596dbe2cbbaf5427ef0,490,BULAKY VANITY CASE JEWELLERY VANITY CASE,488,-11.0,100.0
309.0,FDT Women's Leggings,699.0,171e0bcea390c17fd70e3ffa6c2cd187,362,FDT WOMEN'S Leggings Pants,698,-1.0,53.0
1699.0,Madcaps C38GR30 Men's Cargos,2199.0,a60ebb7803c6a31795de3f8949cb6f98,2100,MADCAPS C38GR30 MEN'S CARGOS,2183,-16.0,401.0
579.0,Bengal Blooms Rose Artificial Plant  with Pot,799.0,186d40c6852da91166c7eb7856603c51,710,BENGAL BLOOMS ROSE ARTIFICIAL PLANT  WITH POT,783,-16.0,131.0
699.0,Indcrown Net Embroidered Semi-stitched Lehenga Choli Material,999.0,e71017e224688489edfe856f2308806d,854,INDCROWN NET EMBROIDERED SEMI-STITCHED LEHENGA CHOLI MATERIAL,994,-5.0,155.0
275.0,Shopmania Music Band A5 Notebook Spiral Bound,499.0,6286847ee2da18f587503db49511c539,347,SHOPMANIA MUSIC BAND A5 NOTEBOOK SPIRAL BOUND,483,-16.0,72.0
275.0,Shopmania Music Band A5 Notebook Spiral Bound,499.0,0686fec9b70e5039583a38119ca0c835,330,SHOPMANIA MUSIC BAND A5 NOTEBOOK SPIRAL BOUND,487,-12.0,55.0
837.0,"Tiara Diaries 2016-2017 Designer LA Kaarta ""TAKING ACTION GETTING RESULT"" (Set of 3) B5 Notebook Hard Bound",1000.0,ea2406dc597bee2abb6b867fa668501f,1019,"TIARA DIARIES 2016-2017 DESIGNER LA KAARTA ""TAKING ACTION GETTING RESULT"" (SET OF 3) B5 NOTEBOOK HARD BOUND",993,-7.0,182.0
699.0,KAJCI Embroidered Women's Waistcoat,1200.0,5935ed077915347dc695744df68c565c,822,KAJCI EMBROIDERED WOMEN'S WAISTCOAT,1183,-17.0,123.0
298.0,Packman 8 x 10 inches Security Bags Without POD Jacket Courier Bag Security Bag,350.0,89fcdddaad50084e395d0928a7426afe,343,PACKMAN 8 X 10 INCHES SECURITY BAGS WITHOUT POD JACKET COURIER BAG SECURITY BAG,347,-3.0,45.0
899.0,Pick Pocket Embroidered Women's Waistcoat,899.0,b9b183aa18d3a721d2ac23e7184525b0,1167,PICK POCKET EMBROIDERED WOMEN'S WAISTCOAT,886,-13.0,268.0
399.0,Angelfish Silk Potali Potli,999.0,dee64864c0419bec80fbbb94d19bc40d,482,ANGELFISH SILK POTALI POTLI,983,-16.0,83.0
764.0,Oye Boy's Dungaree,899.0,595f55f2c1293f07ea9ec9fa2bb39f46,985,OYE BOY'S DUNGAREE,893,-6.0,221.0
1349.0,Nuride Canvas Shoes,1999.0,547b6585272473ae006bcfbdb47b6ae0,1625,NURIDE CANVAS SHOES,1990,-9.0,276.0
1499.0,OM SHIVAKRITI Square wall Clock Showpiece  -  38.1 cm,1499.0,f6ae9e271a1d4469b4f41124e001e1cc,1786,OM SHIVAKRITI SQUARE WALL CLOCK SHOWPIECE  -  38.1 CM,1480,-19.0,287.0
1899.0,Himmlisch ST381 Magnetic Sun Shade For Maruti Alto,6999.0,f5b22eaa5f79e67209612997f4aa215d,2313,HIMMLISCH ST381 MAGNETIC SUN SHADE FOR MARUTI ALTO,6990,-9.0,414.0
1400.0,Rapter BNC-179 BNC Wire Connector,2299.0,e9eb010ed8313f65f0e049fc3fcffe87,1582,RAPTER BNC-179 BNC WIRE CONNECTOR,2279,-20.0,182.0
499.0,Vishudh Printed Women's Straight Kurta,999.0,6ef0a5eb033cd610d455be7102da5685,562,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,987,-12.0,63.0
449.0,Vishudh Printed Women's Straight Kurta,899.0,c9c27aa5dc7df49e82e55e8abb6b4020,556,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,892,-7.0,107.0
1049.0,Vishudh Printed Women's Anarkali Kurta,2099.0,8bc90f8a2ab89daa6ea69d42fe24c985,1161,VISHUDH PRINTED WOMEN'S ANARKALI KURTA,2089,-10.0,112.0
5000.0,BuildTrack PIR Wireless Motion Sensor - One Switch Control Wireless Sensor Security System,6500.0,f04b7e56a6053c465aa03994ae749fba,6153,BUILDTRACK PIR WIRELESS MOTION SENSOR - ONE SWITCH CONTROL WIRELESS SENSOR SECURITY SYSTEM,6482,-18.0,1153.0
4990.0,Skayvon SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER Wired Sensor Security System,9990.0,e6aa835f620db985ee4389b63ef166ad,6022,SKAYVON SUMMERSIBLE SINGLE PHASE PUMP CONTROLLER WIRED SENSOR SECURITY SYSTEM,9972,-18.0,1032.0
599.0,MASARA Solid Women's Straight Kurta,1399.0,cb02f195bbaabc773c7103accf6614a3,686,MASARA SOLID WOMEN'S STRAIGHT KURTA,1396,-3.0,87.0
449.0,Vishudh Printed Women's Straight Kurta,899.0,169902631b89202f0e2079e9cc09b3c7,544,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,887,-12.0,95.0
899.0,Rapter BNC-047 BNC Wire Connector,1299.0,d8dfa5cfc972119fb2fb7ed330b8be54,1023,RAPTER BNC-047 BNC WIRE CONNECTOR,1288,-11.0,124.0
4990.0,Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER Wired Sensor Security System,8999.0,5f16579ecfc3aa5dd8e65afdaa069d4f,5877,SKAYVON SUBMERSIBBLE THREE PHASE PUMP CONTROLLER WIRED SENSOR SECURITY SYSTEM,8979,-20.0,887.0
449.0,Vishudh Printed Women's Straight Kurta,899.0,06ad8323cf9105f1aaae6515cf08a7d6,554,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,888,-11.0,105.0
6600.0,Behringer Xenyx 502 Analog Sound Mixer,10000.0,6894a5c6bb1d312fc0b65b51d9f65acc,7854,BEHRINGER XENYX 502 ANALOG SOUND MIXER,9984,-16.0,1254.0
449.0,Vishudh Printed Women's Straight Kurta,899.0,3ecb859759e5311cbab6850e98879522,512,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,879,-20.0,63.0
449.0,Vishudh Printed Women's Straight Kurta,899.0,5614ccefd0ab9bee5cd28bf3d38fd12f,534,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,879,-20.0,85.0
599.0,MASARA Solid Women's Straight Kurta,1399.0,aff8be089d14317011f1cc3eba810b6d,711,MASARA SOLID WOMEN'S STRAIGHT KURTA,1382,-17.0,112.0
550.0,MASARA Solid Women's Straight Kurta,1399.0,b75e9fbc54e49dcee551709bd63e243c,694,MASARA SOLID WOMEN'S STRAIGHT KURTA,1382,-17.0,144.0
699.0,Roadster Men's Zipper Solid Cardigan,1399.0,d620fa0d35825bb3c0717e9d3446cc97,887,ROADSTER MEN'S ZIPPER SOLID CARDIGAN,1380,-19.0,188.0
499.0,Vishudh Printed Women's Straight Kurta,999.0,ee383a337af67ae8ad4f42714d67ddaf,638,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,995,-4.0,139.0
849.0,Noor Embroidered Women's Straight Kurta,1649.0,97b8a04ee0c6f158ed18a99cfc2bd6ed,1041,NOOR EMBROIDERED WOMEN'S STRAIGHT KURTA,1639,-10.0,192.0
599.0,MASARA Solid Women's Straight Kurta,1399.0,154968876a45c0e99d35b5d57290d0b3,660,MASARA SOLID WOMEN'S STRAIGHT KURTA,1388,-11.0,61.0
449.0,Vishudh Printed Women's Straight Kurta,899.0,0305111c779fe663bd94122bef0f0002,562,VISHUDH PRINTED WOMEN'S STRAIGHT KURTA,888,-11.0,113.0
449.0,Libas Printed Women's A-line Kurta,899.0,80993e88a0224c71617e37dcd1e17745,570,LIBAS PRINTED WOMEN'S A-LINE KURTA,887,-12.0,121.0
924.0,Libas Printed Women's Anarkali Kurta,1849.0,f3ff4d066fa5290970f46762caa5c73a,1142,LIBAS PRINTED WOMEN'S ANARKALI KURTA,1831,-18.0,218.0
499.0,MASARA Solid Women's Straight Kurta,999.0,fabe2ce4a6b7510fa1bac6922156ab7b,647,MASARA SOLID WOMEN'S STRAIGHT KURTA,981,-18.0,148.0
395.0,HRS ULTIMATE BOY Chest Pads,440.0,9ec7cf78ff9e728bf1d7eb6609f42188,491,HRS ULTIMATE BOY CHEST PADS,427,-13.0,96.0
795.0,Vermello Men Casual Brown Genuine Leather Belt,1495.0,7a7e587d3344885bdb8c77f8b7679483,918,VERMELLO MEN CASUAL BROWN GENUINE LEATHER BELT,1488,-7.0,123.0
250.0,HRS CLUB BOY Thigh Pads,280.0,c497e4250ea07a8a87efa8fda01ae6e0,298,HRS CLUB BOY THIGH PADS,273,-7.0,48.0
695.0,Ligans NY Men Formal Black Genuine Leather Belt,795.0,7db2acfee8298ef8c687d688147c69be,868,LIGANS NY MEN FORMAL BLACK GENUINE LEATHER BELT,794,-1.0,173.0
899.0,Elegance Polyester Multicolor Abstract Eyelet Door Curtain,1899.0,55b85ea15a1536d46b7190ad6fff8ce7,1145,ELEGANCE POLYESTER MULTICOLOR ABSTRACT EYELET DOOR CURTAIN,1898,-1.0,246.0
1393.0,Liza Women Wedges,1990.0,8beb2187f33659971647812d8f95af73,1707,LIZA WOMEN WEDGES,1986,-4.0,314.0
230.0,HRS ULTIMATE BOY Elbow Pads,250.0,08cb8617f5aacbe98024867f509f6bbc,279,HRS ULTIMATE BOY ELBOW PADS,236,-14.0,49.0
449.0,Sathiyas Cotton Bath Towel,600.0,7b72c92c2f6c40268628ec5f14c6d590,568,SATHIYAS COTTON BATH TOWEL,582,-18.0,119.0
395.0,HRS ULTIMATE MEN Chest Pads,440.0,ae2934c35fd4b0469d507c0b50374ef1,474,HRS ULTIMATE MEN CHEST PADS,435,-5.0,79.0
,Eurospa Cotton Terry Face Towel Set,,64d5d4a258243731dc7bbb1eef49ad74,0,Eurospa Cotton Terry Face Towel Set,-15,,
1299.0,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,2699.0,d4684dcdc759dd9cdf41504698d737d8,1570,SANTOSH ROYAL FASHION Cotton Printed King sized Double Bedsheet,2695,-4.0,271.0
380.0,CASEDEAL Microsoft Nokia lumia x2 Back Panel,1999.0,1b2c6d2ef16b8b391aa0221ebd673ce3,472,CASEDEAL Microsoft Nokia lumia x2 Back Panel,1989,-10.0,92.0
899.0,Mario Gotze Women's Printed Casual Orange Shirt,1499.0,b129a98c7c0e905ca82fd73db63d9bd0,1162,Mario Gotze Women's Printed Casual Orange Shirt,1486,-13.0,263.0
698.0,Jaipur Print Cotton Floral King sized Double Bedsheet,2599.0,6325b6870c54cd47be6ebfbffa620ec7,864,Jaipur Print Cotton Floral King sized Double Bedsheet,2595,-4.0,166.0
650.0,Shilpi NHSCN003 Coin Bank,900.0,b51acbb3e292152a131cde140e0c376a,787,Shilpi NHSCN003 Coin Bank,880,-20.0,137.0
698.0,Jaipur Print Cotton Floral King sized Double Bedsheet,2599.0,c3f924e0e4c823c62d58de0c17ba86d6,806,Jaipur Print Cotton Floral King sized Double Bedsheet,2589,-10.0,108.0
499.0,Babeezworld Dungaree Baby Boy's  Combo,999.0,38cc9b40b62bef29b49e3c6b501b9dba,565,Babeezworld Dungaree Baby Boy's  Combo,997,-2.0,66.0
1200.0,Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,1600.0,a99bd685c5430bdf45a1dd01aabc3200,1487,Redbag Eight Armed Goddess Sherawali Maa Showpiece  -  10.8 cm,1590,-10.0,287.0
949.0,"Proence Weight Gainers, Mass Gainers",1025.0,e98fed4f44ec6c5f185a80f8cdd898bb,1107,"Proence Weight Gainers, Mass Gainers",1010,-15.0,158.0
590.0,Discountgod Men's Checkered Casual Shirt,750.0,05324708277dbf2f3e8b55a660e91988,662,Discountgod Men's Checkered Casual Shirt,732,-18.0,72.0
599.0,Silver Streak Men's Printed Casual Denim Shirt,1299.0,9b9dc9b2609d1ee4f5196221eca22eb7,713,Silver Streak Men's Printed Casual Denim Shirt,1298,-1.0,114.0
15195.0,"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys",18995.0,a62b34aa0564cbf03b0132773eab9354,16829,"Cobra Paris CO6394A1 Analog Watch  - For Men, Boys",18981,-14.0,1634.0
1995.0,TEN TEN Women's Black Knee Length Boots Boots,4995.0,45df3406c4f1301e479c58716c912841,2581,TEN TEN Women's Black Knee Length Boots Boots,4986,-9.0,586.0
13099.0,"Aries Gold G 729 S-BK Analog Watch  - For Men, Boys",13699.0,7698cd2c78a1fd6105ef617445da52f9,16407,"Aries Gold G 729 S-BK Analog Watch  - For Men, Boys",13682,-17.0,3308.0
1223.0,Carlton Boots,3495.0,2b480f41409d22cb3ba9f71a0242cf1a,1379,Carlton Boots,3484,-11.0,156.0
24400.0,Maserati Time R8851116001 Analog Watch  - For Boys,24400.0,893aa5ed55f7cff2eccea7758d7a86bd,30971,Maserati Time R8851116001 Analog Watch  - For Boys,24393,-7.0,6571.0
595.0,"Vizion 8503B-1RED Cold Light Digital Watch  - For Boys, Girls",1095.0,e52f90f908db98de5f78645ccf03024c,769,"Vizion 8503B-1RED Cold Light Digital Watch  - For Boys, Girls",1087,-8.0,174.0
449.0,"Camerii WM64 Elegance Analog Watch  - For Men, Boys",1099.0,f355cc1ccb08bd0d283ed979b7ee7515,561,"Camerii WM64 Elegance Analog Watch  - For Men, Boys",1088,-11.0,112.0
2599.0,Reckler Slim Fit Men's Jeans,5398.0,f80ba21b9e77fe3a4d0e944f86305f8d,3179,Reckler Slim Fit Men's Jeans,5383,-15.0,580.0
2250.0,Quechua Arpenaz Novadry Boots,2499.0,41aa2d73a19f0c3438b3c77134696830,2748,Quechua Arpenaz Novadry Boots,2481,-18.0,498.0
849.0,"Colat COLAT_MW20 Sheen Analog Watch  - For Men, Women, Boys, Girls",3999.0,c0824c9e7ee6b79006ce698a2a7a413c,983,"Colat COLAT_MW20 Sheen Analog Watch  - For Men, Women, Boys, Girls",3990,-9.0,134.0
719.0,Steppings Trendy Boots,1799.0,15f03b13b010db0a355ae094fddc9e86,844,Steppings Trendy Boots,1791,-8.0,125.0
1202.0,Rochees RW38 Analog Watch  - For Boys,1415.0,0c7a6176e932cc20399a890433186ab5,1357,Rochees RW38 Analog Watch  - For Boys,1414,-1.0,155.0
399.0,"Rorlig RR-028 Expedition Analog Watch  - For Men, Boys",1099.0,0aa9c84298f0b956cb879d87ff728bf8,468,"Rorlig RR-028 Expedition Analog Watch  - For Men, Boys",1084,-15.0,69.0
999.0,Catwalk Boots,2095.0,a66b8f58ac663190586f5c1a9745e56f,1283,Catwalk Boots,2086,-9.0,284.0
2099.0,Magnum Footwear Lifestyle,3999.0,cf59d4e4b6583f4c4bc32c385d7952d1,2586,Magnum Footwear Lifestyle,3982,-17.0,487.0
399.0,T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,999.0,dd0e3470a7e6ed76fd69c2da27721041,469,T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys,990,-9.0,70.0
2795.0,Rialto Boots,3295.0,588d8f7647d36f6e1c162984f2cd9676,3331,Rialto Boots,3275,-20.0,536.0
1249.0,Kielz Ladies Boots,2499.0,72c4f4745fbaeb32f8c82a6ce013309d,1583,Kielz Ladies Boots,2481,-18.0,334.0
4995.0,"Alfajr WY16B Youth Digital Watch  - For Men, Boys",5495.0,41384da51732c0b4df3de8f395714fbb,5916,"Alfajr WY16B Youth Digital Watch  - For Men, Boys",5476,-19.0,921.0
2299.0,La Briza Ashley Boots,2299.0,dff9da1046a392d71cca8bfb3e1f647e,2840,La Briza Ashley Boots,2296,-3.0,541.0
107750.0,"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men",107750.0,710ed5f2393a4b9e8823aa0029f71f93,137323,"TAG Heuer CAU1116.BA0858 Formula 1 Analog Watch  - For Boys, Men",107737,-13.0,29573.0
3146.0,Salt N Pepper 13-019 Femme Black Boots Boots,4195.0,d6eb521acd9de24c5c3faded2831620a,3857,Salt N Pepper 13-019 Femme Black Boots Boots,4176,-19.0,711.0
1270.0,Shuz Touch Boots,1499.0,029565fee2f177b15e2cb9b7388a6a24,1651,Shuz Touch Boots,1497,-2.0,381.0
1817.0,Wrangler Skanders Fit Men's Jeans,2795.0,1ed3a04918640144f3c7b91edc15b493,2254,Wrangler Skanders Fit Men's Jeans,2785,-10.0,437.0
1919.0,Steppings Trendy Boots,3199.0,f5edb6f2171b384ce99a71e52f0a64c9,2295,Steppings Trendy Boots,3191,-8.0,376.0
3221.0,Salt N Pepper 14-664 Denny Black Boots Boots,4295.0,e18aace92fadededb348d8488931a1e2,3869,Salt N Pepper 14-664 Denny Black Boots Boots,4283,-12.0,648.0
429.0,"Costa Swiss CS-2001 Analog Watch  - For Boys, Men",1199.0,16655211772e017f8e207c24b8340214,513,"Costa Swiss CS-2001 Analog Watch  - For Boys, Men",1189,-10.0,84.0
3995.0,Crocs Boots,3995.0,7713ac1bbb7b5c03019314a46076a6f2,4845,Crocs Boots,3977,-18.0,850.0
571230.0,"Breitling AB011010/BB08 131S Chronomat 44 Analog Watch  - For Boys, Men",571230.0,329c5f4d7aced63e1ce3e88f41d5e7e6,726879,"Breitling AB011010/BB08 131S Chronomat 44 Analog Watch  - For Boys, Men",571223,-7.0,155649.0
899.0,Lyc White Casual Boots,1199.0,130a50a99e78426459f0d909b0bc0f07,1025,Lyc White Casual Boots,1195,-4.0,126.0
499.0,Myra Comfortable Boots,1049.0,47b08bfc60cb74872ac29ccb93b64ca7,573,Myra Comfortable Boots,1038,-11.0,74.0
699.0,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",2000.0,920154acbe49d3202ed7d2ed2df1ea13,896,"Calibro SW-125 Analog-Digital Watch  - For Men, Boys",1991,-9.0,197.0
2799.0,Get Glamr Designer Uggy Boots,3499.0,5b085177978f863858eb88c27dfbf01b,3180,Get Glamr Designer Uggy Boots,3487,-12.0,381.0
899.0,Kielz Ladies Boots,2299.0,3b53afd15e056d3ef13be8bbc90a35c9,1019,Kielz Ladies Boots,2295,-4.0,120.0
999.0,Kielz Ladies Boots,1999.0,3a9689400032bf48b5487b9a878b90e7,1187,Kielz Ladies Boots,1996,-3.0,188.0
952.0,Rochees RW50 Analog Watch  - For Boys,1120.0,f292c544825690b4f64504befa2875e6,1225,Rochees RW50 Analog Watch  - For Boys,1110,-10.0,273.0
1299.0,Kielz Ladies Boots,2799.0,ff1a8e7edc438d81753fb1d1e961072a,1529,Kielz Ladies Boots,2780,-19.0,230.0
2621.0,Salt N Pepper 13-516 Greta Red Boots,3495.0,5b60beedcf050b87e5b5ffcf3291086e,3380,Salt N Pepper 13-516 Greta Red Boots,3475,-20.0,759.0
849.0,Fluid DMF-002-GR01 Digital Watch  - For Boys,1699.0,b8950a817c882307669cc6cdc34fbb93,1026,Fluid DMF-002-GR01 Digital Watch  - For Boys,1682,-17.0,177.0
639.0,Steppings Trendy Boots,1599.0,fb2392b67efbdcd335221c79b880f303,825,Steppings Trendy Boots,1587,-12.0,186.0
2395.0,Rialto Boots,3295.0,cdc184d8b1f13b6b856e44260398cb98,2738,Rialto Boots,3292,-3.0,343.0
399.0,"Rorlig RR-030 Essentials Analog Watch  - For Men, Boys",1099.0,811ac21c8b5e08260dc0ee4288cbb472,472,"Rorlig RR-030 Essentials Analog Watch  - For Men, Boys",1085,-14.0,73.0
1812.0,Wrangler Regular Fit Men's Jeans,3295.0,a468d980aaecbf4e1018e341772669df,2305,Wrangler Regular Fit Men's Jeans,3279,-16.0,493.0
2274.0,Steppings Trendy Boots,3499.0,e0a3585aa6424706c5b3fafd9d72a84e,2874,Steppings Trendy Boots,3492,-7.0,600.0
350.0,"Disney DW100230 Digital Watch  - For Boys, Girls",350.0,fd2fed517efb6e4c9824eb12e436d19b,386,"Disney DW100230 Digital Watch  - For Boys, Girls",342,-8.0,36.0
2771.0,Salt N Pepper 13-167 Marsha Red Boots,3695.0,a919c3ae44e0f1d2e1e5cafe7ea057ae,3441,Salt N Pepper 13-167 Marsha Red Boots,3692,-3.0,670.0
201000.0,"Cartier W6701005 Analog Watch  - For Boys, Men",201000.0,08452abdadb3db1e686b94a9c52fc7b6,246928,"Cartier W6701005 Analog Watch  - For Boys, Men",200990,-10.0,45928.0
1359.0,Bruno Manetti Cannelita Boots,3399.0,eb7148dc532ca3a71f0c88fe1d617b4d,1564,Bruno Manetti Cannelita Boots,3394,-5.0,205.0
1599.0,Stylistry Maxis Shde6603brwoboot3104 Boots,2199.0,a8f99924be2c3dc4c6c4d0208f55cc66,1785,Stylistry Maxis Shde6603brwoboot3104 Boots,2185,-14.0,186.0
399.0,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",1200.0,1e8741b5ae27a513546c94b3f3312aee,444,"Lois Caron LCS-4032 Analog Watch  - For Boys, Men",1181,-19.0,45.0
525.0,"Felix Y 39 Analog Watch  - For Boys, Men",1550.0,1cbd0a513268feade315cb09bdfb66e4,602,"Felix Y 39 Analog Watch  - For Boys, Men",1536,-14.0,77.0
2399.0,Kielz Boots,2999.0,85bf557c3728428485761f3df2289fc0,2706,Kielz Boots,2987,-12.0,307.0
899.0,Kielz Ladies Boots,2299.0,1152067424d4a5a6f562e62692452da0,1116,Kielz Ladies Boots,2295,-4.0,217.0
3499.0,Sakay Country Leather Boots,3999.0,c6c1eca6e11a3b8e347feb7c35a29680,3877,Sakay Country Leather Boots,3980,-19.0,378.0
2069.0,La Briza Black Boots,2299.0,da9e88f44d938a63290cec6ab8bb1871,2385,La Briza Black Boots,2282,-17.0,316.0
263.0,"Kool Kidz DMK-012-QU02 Analog Watch  - For Girls, Boys",375.0,a8980adc2e8740e50dc4d305da965409,324,"Kool Kidz DMK-012-QU02 Analog Watch  - For Girls, Boys",362,-13.0,61.0
959.0,"Franck Bella FB0128B Analog Watch  - For Men, Boys",1199.0,af6b07bd021da2fba6f993eeda27b2ed,1229,"Franck Bella FB0128B Analog Watch  - For Men, Boys",1180,-19.0,270.0
1099.0,Steppings Trendy Boots,2199.0,423ec6b3b699983c31faa16a39fcb60e,1415,Steppings Trendy Boots,2198,-1.0,316.0
333.0,"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys",475.0,78c73a39ced929d204418bcc80f3058d,368,"Kool Kidz DMK-003-YL 03 Analog Watch  - For Girls, Boys",466,-9.0,35.0
595.0,"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",1095.0,8be1f8b6f7207c71205c652e0a2cac75,739,"Vizion 8502-6BLACK Sports Series Digital Watch  - For Boys, Girls",1083,-12.0,144.0
144.0,Vencer Stella 7lyt1011 Digital Watch  - For Boys,399.0,eb4f1bcaca52402bc2ec1a93dce85013,178,Vencer Stella 7lyt1011 Digital Watch  - For Boys,381,-18.0,34.0
